make,model,engine_size,trim,mileage,transmission_type,reg_year,fuel_type,price
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"12,126",Manual,2021,Petrol,"£16,999"
Audi,Q2,1.8,35 TFSI S Line 5dr S Tronic,"13,833",Manual,2020,Petrol,"£20,999"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"13,444",Manual,2021,Petrol,"£11,299"
Volkswagen,Arteon,1.8,2.0 TSI R-Line 5dr DSG,"10,440",Manual,2022,Petrol,"£27,999"
Volkswagen,Polo,1.8,1.0 EVO 80 Beats 5dr,"5,438",Manual,2021,Petrol,"£14,599"
Nissan,Juke,1.8,1.0 DiG-T N-Connecta 5dr DCT,"15,461",Manual,2020,Petrol,"£14,999"
Hyundai,I10,1.8,1.0 Go SE 5dr,"17,296",Manual,2019,Petrol,"£8,799"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"16,229",Manual,2020,Petrol,"£14,499"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"14,974",Manual,2021,Petrol,"£11,999"
Volkswagen,Arteon,1.8,2.0 TSI R-Line 5dr DSG,650,Manual,2022,Petrol,"£30,499"
Lexus,ES,1.8,300h 2.5 F-Sport 4dr CVT,"28,112",Manual,2019,Petrol/Electric,"£23,999"
KIA,Picanto,1.8,1.0 X-Line S 5dr,"12,686",Manual,2022,Petrol,"£12,499"
Mini,Hatchback,1.8,1.5 Cooper Classic II 5dr Auto,"11,887",Manual,2020,Petrol,"£16,499"
Fiat,500,1.8,1.0 Mild Hybrid Dolcevita [Part Leather] 2dr,"7,108",Manual,2022,Petrol/Electric,"£13,499"
Mercedes-Benz,EQB,1.8,EQB 300 4M 168kW AMG Line Premium 66.5kWh 5dr Auto,"19,000",Manual,2022,Electric,"£34,999"
Vauxhall,Grandland X,1.8,1.5 Turbo D SE 5dr,"13,472",Manual,2019,Diesel,"£12,799"
Ford,Fiesta,1.8,1.0 EcoBoost Hybrid mHEV 155 Active Edition 5dr,"19,626",Manual,2021,Petrol/Electric,"£13,299"
Nissan,Micra,1.8,1.0 IG-T 92 N-Sport 5dr CVT [Nav],"6,006",Manual,2022,Petrol,"£15,999"
Peugeot,2008,1.8,1.2 PureTech 130 Allure 5dr,"30,673",Manual,2018,Petrol,"£10,299"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"19,965",Manual,2020,Petrol,"£13,499"
Suzuki,Swift,1.8,1.2 Dualjet 83 12V Hybrid SZ-L 5dr,"18,047",Manual,2021,Petrol/Electric,"£10,899"
Vauxhall,Corsa,1.8,1.2 Turbo Elite 5dr,"6,594",Manual,2021,Petrol,"£13,399"
Seat,Ateca,1.8,1.5 TSI EVO SE Technology 5dr,"13,237",Manual,2023,Petrol,"£20,499"
Volkswagen,Polo,1.8,1.0 TSI 95 SEL 5dr,"9,599",Manual,2021,Petrol,"£14,699"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"22,540",Manual,2020,Petrol,"£13,799"
BMW,X1,1.8,xDrive 25e M Sport 5dr Auto,"13,328",Manual,2022,Petrol/PlugIn,"£30,799"
Volkswagen,Tiguan,1.8,1.5 TSi EVO 150 Match 5dr DSG,"13,727",Manual,2020,Petrol,"£20,599"
Mini,Convertible,1.8,1.5 Cooper Classic II 2dr [Comfort Pack],"17,662",Manual,2020,Petrol,"£14,599"
KIA,Stonic,1.8,1.0T GDi 99 2 5dr DCT,"6,253",Manual,2022,Petrol,"£17,399"
Renault,Clio,1.8,1.0 SCe 75 Play 5dr,"13,313",Manual,2020,Petrol,"£10,899"
Ford,Ecosport,1.8,1.0 EcoBoost 125 Titanium 5dr,"21,804",Manual,2019,Petrol,"£11,699"
KIA,Picanto,1.8,1.0 1 5dr [4 seats],"14,495",Manual,2021,Petrol,"£8,599"
Suzuki,S-Cross,1.8,1.4 Boosterjet 48V Hybrid Motion 5dr Auto,"11,926",Manual,2022,Petrol/Electric,"£18,399"
Volkswagen,Polo,1.8,1.0 Life 5dr,"8,307",Manual,2022,Petrol,"£15,999"
KIA,Stonic,1.8,1.0T GDi 99 2 5dr DCT,"5,245",Manual,2023,Petrol,"£17,999"
Volkswagen,Golf,1.8,1.5 TSI Life 5dr,"13,873",Manual,2022,Petrol,"£17,999"
Vauxhall,Mokka,1.8,1.2 Turbo Elite Nav 5dr Auto,"17,269",Manual,2021,Petrol,"£17,299"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr,"16,895",Manual,2020,Petrol,"£13,799"
Vauxhall,Crossland X,1.8,1.2T [130] Elite Nav 5dr [Start Stop] Auto,"21,572",Manual,2020,Petrol,"£12,299"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"38,839",Manual,2020,Petrol,"£9,899"
Mg,Motor Uk HS,1.8,1.5 T-GDI PHEV Excite 5dr Auto,"31,674",Manual,2021,Petrol/PlugIn,"£18,299"
Honda,Jazz,1.8,1.5 i-MMD Hybrid SR 5dr eCVT,"37,830",Manual,2021,Petrol/Electric,"£14,999"
Vauxhall,Corsa,1.8,1.4 SRi Vx-line Nav Black 5dr,"23,714",Manual,2019,Petrol,"£9,099"
Nissan,Micra,1.8,0.9 IG-T Tekna 5dr,"20,801",Manual,2018,Petrol,"£10,299"
Seat,Leon,1.8,1.0 TSI EVO FR 5dr,"18,631",Manual,2021,Petrol,"£15,399"
Skoda,Kodiaq,1.8,1.5 TSI SE L 5dr DSG [7 Seat],"28,162",Manual,2020,Petrol,"£22,299"
Fiat,500,1.8,1.0 Mild Hybrid Dolcevita [Part Leather] 3dr,"6,876",Manual,2022,Petrol/Electric,"£11,399"
Toyota,Yaris,1.8,1.5 Hybrid Icon 5dr CVT,"26,970",Manual,2021,Petrol/Electric,"£14,799"
Ford,Kuga,1.8,1.5 EcoBlue Titanium First Edition 5dr,"36,937",Manual,2020,Diesel,"£16,499"
Toyota,Aygo,1.8,1.0 VVT-i X-Play 5dr,"20,050",Manual,2020,Petrol,"£8,799"
Mini,Hatchback,1.8,1.5 Cooper Classic II 5dr Auto,"38,886",Manual,2019,Petrol,"£13,399"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"19,606",Manual,2022,Petrol,"£17,699"
Ford,Focus,1.8,1.0 EcoBoost 125 Active Auto 5dr,"16,507",Manual,2020,Petrol,"£15,399"
Seat,Leon,1.8,1.5 TSI EVO FR 5dr,"13,126",Manual,2021,Petrol,"£16,499"
Vauxhall,Corsa,1.8,1.2 SE Nav 5dr,"31,092",Manual,2019,Petrol,"£9,499"
Citroen,C3,1.8,1.2 PureTech Shine Plus 5dr,"13,357",Manual,2022,Petrol,"£13,299"
Audi,Q3,1.8,35 TFSI S Line 5dr S Tronic,"11,195",Manual,2021,Petrol,"£28,999"
Skoda,Fabia,1.8,1.0 MPI S 5dr,"20,331",Manual,2020,Petrol,"£8,799"
BMW,1 Series,1.8,M135i xDrive 5dr Step Auto,"12,053",Manual,2020,Petrol,"£25,399"
Vauxhall,Corsa,1.8,1.2 Turbo Elite Nav 5dr Auto,"16,019",Manual,2020,Petrol,"£14,099"
KIA,Picanto,1.8,1.0 2 5dr [4 seats],"16,196",Manual,2021,Petrol,"£9,499"
Toyota,Proace Verso,1.8,1.5D Shuttle Medium 5dr,"15,648",Manual,2022,Diesel,"£31,599"
KIA,Stonic,1.8,1.0T GDi 99 2 5dr DCT,"8,165",Manual,2022,Petrol,"£17,299"
Nissan,Qashqai,1.8,1.3 DiG-T MH N-Connecta 5dr,"11,101",Manual,2022,Petrol,"£20,999"
Vauxhall,Astra,1.8,1.2 Turbo SE 5dr,"25,296",Manual,2020,Petrol,"£11,299"
Toyota,Aygo,1.8,1.0 VVT-i X-Plore 5dr,"21,197",Manual,2018,Petrol,"£8,799"
Nissan,Qashqai,1.8,1.3 DiG-T MH 158 N-Connecta 5dr Xtronic,"13,120",Manual,2022,Petrol,"£22,999"
Seat,Arona,1.8,1.0 TSI 115 SE [EZ] 5dr DSG,"2,562",Manual,2020,Petrol,"£13,199"
KIA,Picanto,1.8,1.0 2 5dr [4 seats],"13,069",Manual,2021,Petrol,"£9,699"
Vauxhall,Corsa,1.8,1.2 Turbo Griffin Edition 5dr,"13,129",Manual,2021,Petrol,"£13,299"
Mini,Hatchback,1.8,1.5 Cooper Sport 3dr Auto [Nav Pack],"16,083",Manual,2021,Petrol,"£19,499"
KIA,Picanto,1.8,1.0 3 5dr [4 seats],"16,171",Manual,2022,Petrol,"£10,999"
BMW,3 Series,1.8,320i M Sport 4dr Step Auto,"20,075",Manual,2020,Petrol,"£23,499"
KIA,Picanto,1.8,1.0 1 5dr [4 seats],"16,414",Manual,2021,Petrol,"£8,499"
Skoda,Fabia,1.8,1.0 TSI Colour Edition 5dr,"15,749",Manual,2021,Petrol,"£11,999"
Mg,Motor Uk MG3,1.8,1.5 VTi-TECH Exclusive 5dr,"26,559",Manual,2020,Petrol,"£9,299"
BMW,3 Series,1.8,320d xDrive M Sport 4dr Step Auto,"47,107",Manual,2017,Diesel,"£15,599"
Volkswagen,Polo,1.8,1.0 TSI 95 SE 5dr,"38,723",Manual,2019,Petrol,"£11,599"
Nissan,Qashqai,1.8,1.3 DiG-T Tekna-Plus 5dr,"34,935",Manual,2020,Petrol,"£16,799"
KIA,Sportage,1.8,1.6 GDi ISG 2 5dr,"14,986",Manual,2021,Petrol,"£16,899"
Skoda,Fabia,1.8,1.0 MPI 75 SE 5dr,"32,724",Manual,2019,Petrol,"£9,199"
Renault,Clio,1.8,1.0 TCe 100 RS Line 5dr [Bose],"9,398",Manual,2020,Petrol,"£13,499"
Ford,Ecosport,1.8,1.0 EcoBoost 125 Titanium 5dr,"15,879",Manual,2020,Petrol,"£12,399"
Nissan,Qashqai,1.8,1.3 DiG-T Acenta Premium 5dr,"21,790",Manual,2020,Petrol,"£13,599"
BMW,1 Series,1.8,118i M Sport 5dr,"28,130",Manual,2020,Petrol,"£18,299"
Vauxhall,Corsa,1.8,1.2 Turbo SRi Nav 5dr,"28,073",Manual,2020,Petrol,"£10,999"
Volkswagen,Polo,1.8,1.0 TSI Life 5dr DSG,"12,249",Manual,2022,Petrol,"£17,699"
Volkswagen,Tiguan,1.8,1.5 TSI Life 5dr,"25,963",Manual,2021,Petrol,"£19,399"
Mini,Clubman,1.8,2.0 Cooper S 6dr [Chili Pack],"34,703",Manual,2017,Petrol,"£13,499"
Mercedes-Benz,A Class,1.8,A200 Sport Executive Edition 5dr Auto,"25,031",Manual,2022,Petrol,"£21,199"
BMW,1 Series,1.8,M135i xDrive 5dr Step Auto [Pro Pack],"28,775",Manual,2021,Petrol,"£27,499"
Cupra,Formentor,1.8,1.4 eHybrid 245 VZ2 5dr DSG,"15,674",Manual,2021,Petrol/PlugIn,"£28,799"
Vauxhall,Corsa,1.8,1.2 Turbo SRi Premium 5dr,"24,253",Manual,2020,Petrol,"£11,199"
KIA,Stonic,1.8,1.0T GDi 99 2 5dr DCT,"10,446",Manual,2022,Petrol,"£16,999"
Peugeot,208,1.8,1.2 PureTech 100 Allure Premium 5dr,"14,847",Manual,2021,Petrol,"£14,099"
Citroen,C3,1.8,1.5 BlueHDi Shine Plus 5dr,"18,845",Manual,2021,Diesel,"£12,899"
Nissan,Qashqai,1.8,1.3 DiG-T MH Acenta Premium 5dr,"19,997",Manual,2022,Petrol,"£19,299"
Skoda,Scala,1.8,1.0 TSI SE 5dr,"37,398",Manual,2019,Petrol,"£10,999"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"16,862",Manual,2020,Petrol,"£14,699"
Suzuki,Vitara,1.8,1.4 Boosterjet 48V Hybrid SZ5 5dr,"6,625",Manual,2021,Petrol/Electric,"£16,599"
Seat,Arona,1.8,1.0 TSI 115 FR [EZ] 5dr,"25,198",Manual,2020,Petrol,"£11,999"
Jaguar,E-Pace,1.8,2.0d R-Dynamic S 5dr 2WD,"34,580",Manual,2018,Diesel,"£17,699"
Audi,A3,1.8,35 TFSI Sport 5dr S Tronic,"20,160",Manual,2021,Petrol,"£21,499"
Honda,Hr-V,1.8,1.5 i-VTEC EX 5dr,"22,061",Manual,2019,Petrol,"£16,699"
Seat,Arona,1.8,1.0 TSI 110 FR Sport 5dr,"13,410",Manual,2023,Petrol,"£17,999"
Jeep,Renegade,1.8,1.0 T3 GSE Limited 5dr,"19,015",Manual,2020,Petrol,"£15,799"
Renault,Kadjar,1.8,1.3 TCE Iconic 5dr,"16,965",Manual,2020,Petrol,"£12,999"
Seat,Ateca,1.8,1.0 TSI Ecomotive SE [EZ] 5dr,"33,866",Manual,2019,Petrol,"£13,099"
Nissan,Micra,1.8,1.0 IG-T 92 Acenta 5dr,"16,783",Manual,2021,Petrol,"£11,099"
Ford,Fiesta,1.8,1.0 EcoBoost Zetec 5dr,"22,752",Manual,2019,Petrol,"£9,999"
Volkswagen,Tiguan,1.8,1.4 TSi 150 4Motion SE Nav 5dr DSG,"14,516",Manual,2018,Petrol,"£18,599"
Fiat,500,1.8,1.0 Mild Hybrid Dolcevita [Part Leather] 3dr,"11,620",Manual,2022,Petrol/Electric,"£11,099"
BMW,4 Series,1.8,430i M Sport 2dr Auto [Professional Media],"20,635",Manual,2020,Petrol,"£21,399"
KIA,Picanto,1.8,1.0 1 5dr [4 seats],"14,587",Manual,2021,Petrol,"£8,599"
Nissan,Qashqai,1.8,1.3 DiG-T MH 158 Acenta Premium 5dr Xtronic,"20,099",Manual,2022,Petrol,"£20,399"
Volkswagen,T-Cross,1.8,1.0 TSI 110 SE 5dr,"19,842",Manual,2021,Petrol,"£15,699"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"25,920",Manual,2020,Petrol,"£10,699"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"24,954",Manual,2020,Petrol,"£13,499"
Nissan,Qashqai,1.8,1.3 DiG-T MH 158 Acenta Premium 5dr Xtronic,"7,655",Manual,2023,Petrol,"£23,299"
Vauxhall,Corsa,1.8,1.2 SE 5dr,"18,398",Manual,2020,Petrol,"£10,699"
Volkswagen,Golf,1.8,1.5 TSI 150 Life 5dr,"9,058",Manual,2022,Petrol,"£19,199"
Mercedes-Benz,A Class,1.8,A180d AMG Line 5dr Auto,"27,049",Manual,2019,Diesel,"£18,199"
Nissan,Juke,1.8,1.0 DiG-T 114 Tekna-Plus 5dr DCT,"13,513",Manual,2021,Petrol,"£19,299"
Audi,Q5,1.8,40 TDI Quattro S Line 5dr S Tronic [Tech Pack],"16,021",Manual,2020,Diesel,"£28,499"
Renault,Kadjar,1.8,1.3 TCE Iconic 5dr,"21,727",Manual,2019,Petrol,"£12,299"
BMW,3 Series,1.8,320i M Sport 5dr Step Auto [Professional Media],"32,615",Manual,2019,Petrol,"£18,799"
Skoda,Karoq,1.8,1.0 TSI SE Technology 5dr,"34,676",Manual,2020,Petrol,"£13,399"
Vauxhall,Grandland X,1.8,1.2 Turbo Elite Nav 5dr,"18,995",Manual,2020,Petrol,"£14,399"
Seat,Arona,1.8,1.0 TSI 110 FR Red Edition 5dr,"11,580",Manual,2021,Petrol,"£15,399"
Mazda,Cx-5,1.8,2.0 SE-L Nav-Plus 5dr,"14,010",Manual,2019,Petrol,"£17,199"
Vauxhall,Corsa,1.8,1.4 SRi Nav 5dr,"17,076",Manual,2019,Petrol,"£9,399"
Mini,Hatchback,1.8,2.0 Cooper S Sport II 3dr Auto [Comfort-Nav Pack],"18,345",Manual,2019,Petrol,"£17,699"
Nissan,Qashqai,1.8,1.3 DiG-T MH 158 Acenta Premium 5dr Xtronic,"9,674",Manual,2023,Petrol,"£22,999"
Seat,Arona,1.8,1.0 TSI 110 SE Technology 5dr DSG,"12,505",Manual,2022,Petrol,"£14,899"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"26,194",Manual,2021,Petrol,"£10,499"
Suzuki,Baleno,1.8,1.2 Dualjet SZ3 5dr,"10,124",Manual,2019,Petrol,"£8,799"
Skoda,Fabia,1.8,1.0 MPI Colour Edition 5dr,"18,775",Manual,2020,Petrol,"£10,299"
Ford,Fiesta,1.8,1.0 EcoBoost Hybrid mHEV 155 Titanium X 5dr,"7,284",Manual,2020,Petrol/Electric,"£14,399"
Vauxhall,Corsa,1.8,1.2 SE Nav 5dr,"31,405",Manual,2019,Petrol,"£9,499"
Mini,Countryman,1.8,2.0 Cooper S Exclusive 5dr [Comfort Pack],"39,724",Manual,2019,Petrol,"£16,299"
Nissan,Qashqai,1.8,1.5 dCi 115 Acenta Premium 5dr,"35,784",Manual,2018,Diesel,"£11,499"
BMW,5 Series,1.8,520d M Sport 4dr Auto,"15,903",Manual,2019,Diesel,"£22,699"
Volkswagen,Arteon,1.8,2.0 TSI R-Line 5dr DSG,"5,990",Manual,2022,Petrol,"£28,199"
Toyota,Rav4,1.8,2.5 VVT-i Hybrid Design 5dr CVT 2WD,"11,784",Manual,2022,Petrol/Electric,"£29,099"
Vauxhall,Corsa,1.8,1.2 Turbo SRi Nav Premium 5dr,"21,458",Manual,2020,Petrol,"£11,999"
Volkswagen,Golf,1.8,1.5 TSI Style 5dr,"18,545",Manual,2020,Petrol,"£17,699"
Audi,A5,1.8,40 TDI S Line 2dr S Tronic,"24,494",Manual,2020,Diesel,"£22,199"
Ford,Puma,1.8,1.0 EcoBoost Hybrid mHEV Titanium 5dr,"17,399",Manual,2021,Petrol/Electric,"£15,499"
Ford,Fiesta,1.8,1.0 EcoBoost Hybrid mHEV 125 ST-Line X Edition 5dr,"15,413",Manual,2021,Petrol/Electric,"£14,199"
BMW,2 Series,1.8,M240i 2dr [Nav] Step Auto,"27,742",Manual,2019,Petrol,"£22,099"
Ford,Puma,1.8,1.0 EcoBoost Titanium 5dr,"22,592",Manual,2020,Petrol,"£14,299"
KIA,Stonic,1.8,1.0T GDi 99 2 5dr,"8,105",Manual,2022,Petrol,"£15,499"
Toyota,Yaris,1.8,1.5 Hybrid Icon 5dr CVT,"23,053",Manual,2021,Petrol/Electric,"£15,299"
Peugeot,508,1.8,1.2 PureTech GT Line 5dr EAT8,"29,099",Manual,2021,Petrol,"£16,999"
KIA,Picanto,1.8,1.0 1 5dr [4 seats],"16,962",Manual,2021,Petrol,"£8,499"
Volkswagen,Polo,1.8,1.0 TSI 95 SE 5dr,"28,926",Manual,2019,Petrol,"£12,099"
Hyundai,I20,1.8,1.2 MPi Play 5dr,"43,501",Manual,2019,Petrol,"£10,399"
Hyundai,Ix20,1.8,1.6 SE 5dr,"26,783",Manual,2018,Petrol,"£10,199"
Nissan,Qashqai,1.8,1.3 DiG-T Acenta Premium 5dr,"23,098",Manual,2019,Petrol,"£12,799"
BMW,1 Series,1.8,128ti 5dr Step Auto [Live Cockpit Professional],"7,461",Manual,2023,Petrol,"£28,999"
Renault,Clio,1.8,1.0 TCe 100 Iconic 5dr,"20,652",Manual,2020,Petrol,"£11,299"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"26,388",Manual,2020,Petrol,"£14,499"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"19,480",Manual,2020,Petrol,"£11,099"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr,"17,938",Manual,2020,Petrol,"£14,199"
Renault,Clio,1.8,0.9 TCE 90 GT Line 5dr,"22,845",Manual,2019,Petrol,"£9,999"
Renault,Kadjar,1.8,1.3 TCE S Edition 5dr,"23,862",Manual,2020,Petrol,"£13,599"
Vauxhall,Corsa,1.8,1.2 SE Nav 5dr,"36,403",Manual,2019,Petrol,"£9,199"
Toyota,Yaris,1.8,1.5 Hybrid Icon 5dr CVT,"14,292",Manual,2021,Petrol/Electric,"£15,999"
Skoda,Scala,1.8,1.0 TSI SE L 5dr,"28,897",Manual,2020,Petrol,"£12,999"
Seat,Leon,1.8,1.0 TSI EVO SE Dynamic 5dr,"14,011",Manual,2021,Petrol,"£14,199"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"22,395",Manual,2020,Petrol,"£14,499"
KIA,RIO,1.8,1.0 T GDi 48V 118 GT-Line S 5dr,"2,459",Manual,2022,Petrol,"£17,399"
Audi,A4,1.8,35 TFSI Black Edition 4dr,"26,805",Manual,2020,Petrol,"£21,099"
Volkswagen,T-Cross,1.8,1.0 TSI 110 SEL 5dr DSG,"12,268",Manual,2021,Petrol,"£18,999"
Volvo,V60,1.8,2.0 T5 Inscription 5dr Auto,"27,830",Manual,2019,Petrol,"£21,999"
Volkswagen,Golf,1.8,1.5 TSI 150 Life 5dr,"19,484",Manual,2022,Petrol,"£18,199"
KIA,Picanto,1.8,1.0 1 5dr [4 seats],"14,216",Manual,2021,Petrol,"£8,899"
Volkswagen,Polo,1.8,2.0 TSI GTI-Plus 5dr DSG,"8,705",Manual,2020,Petrol,"£18,799"
KIA,Picanto,1.8,1.0 1 5dr [4 seats],"13,585",Manual,2021,Petrol,"£8,699"
Vauxhall,Corsa,1.8,1.2 SE Nav 5dr,"34,616",Manual,2020,Petrol,"£9,499"
Skoda,Kamiq,1.8,1.0 TSI 110 Monte Carlo 5dr,"13,310",Manual,2022,Petrol,"£18,799"
Volkswagen,Polo,1.8,1.0 TSI 110 SEL 5dr,"15,503",Manual,2021,Petrol,"£14,899"
Skoda,Fabia,1.8,1.0 TSI Colour Edition 5dr,"18,825",Manual,2019,Petrol,"£10,999"
KIA,Picanto,1.8,1.0 1 5dr [4 seats],"11,277",Manual,2021,Petrol,"£8,999"
Audi,A5,1.8,40 TDI Quattro Black Edition 2dr S Tronic,"23,879",Manual,2020,Diesel,"£23,999"
Vauxhall,Corsa,1.8,1.4 SRi Vx-line 5dr,"24,215",Manual,2018,Petrol,"£8,599"
Nissan,Qashqai,1.8,1.3 DiG-T 160 Acenta Premium 5dr,"19,050",Manual,2019,Petrol,"£13,399"
KIA,Stonic,1.8,1.0T GDi 99 2 5dr,"8,420",Manual,2022,Petrol,"£15,499"
Hyundai,Kona,1.8,1.6 GDi Hybrid Premium SE 5dr DCT,"20,010",Manual,2019,Petrol/Electric,"£17,599"
Dacia,Sandero Stepway,1.8,0.9 TCe Comfort 5dr,"20,866",Manual,2019,Petrol,"£8,999"
Toyota,Corolla,1.8,2.0 VVT-i Hybrid GR Sport 5dr CVT,"19,144",Manual,2022,Petrol/Electric,"£23,999"
Nissan,Juke,1.8,1.0 DiG-T 114 Acenta 5dr,"13,593",Manual,2021,Petrol,"£14,199"
Volkswagen,T-Cross,1.8,1.0 TSI 115 SEL 5dr,"13,889",Manual,2020,Petrol,"£16,299"
Volkswagen,Golf,1.8,1.0 TSI 115 Match Edition 5dr,"35,237",Manual,2019,Petrol,"£13,299"
Seat,Ibiza,1.8,1.0 TSI 115 Xcellence Lux [EZ] 5dr DSG,"5,624",Manual,2019,Petrol,"£15,999"
Peugeot,208,1.8,1.2 PureTech 130 Allure Premium 5dr EAT8,"9,756",Manual,2021,Petrol,"£16,799"
Skoda,Kamiq,1.8,1.0 TSI 110 SE 5dr DSG,"15,563",Manual,2021,Petrol,"£15,899"
Renault,Captur,1.8,0.9 TCE 90 Play 5dr,"34,284",Manual,2019,Petrol,"£9,199"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"29,664",Manual,2020,Petrol,"£13,199"
Nissan,Qashqai,1.8,1.3 DiG-T Acenta Premium 5dr,"19,187",Manual,2019,Petrol,"£12,999"
Audi,A4,1.8,35 TFSI Black Edition 4dr S Tronic,"24,156",Manual,2019,Petrol,"£20,099"
Volkswagen,Polo,1.8,1.0 EVO 80 Match 5dr,"11,633",Manual,2021,Petrol,"£13,899"
Vauxhall,Crossland X,1.8,1.2T [130] Elite 5dr [Start Stop] Auto,"5,426",Manual,2019,Petrol,"£12,799"
Ford,Fiesta,1.8,1.0 EcoBoost Hybrid mHEV 125 Titanium X 5dr,"15,693",Manual,2021,Petrol/Electric,"£13,099"
Audi,A4,1.8,35 TFSI Technik 4dr S Tronic [Comfort-PlusSound],"18,055",Manual,2022,Petrol,"£22,299"
Volkswagen,Polo,1.8,1.0 EVO 80 SE 5dr,"14,637",Manual,2020,Petrol,"£12,699"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"26,202",Manual,2020,Petrol,"£13,799"
Citroen,C3,1.8,1.2 PureTech 110 Flair Plus 5dr EAT6,"8,132",Manual,2020,Petrol,"£14,799"
Ford,Ecosport,1.8,1.0 EcoBoost 125 ST-Line 5dr,"23,736",Manual,2019,Petrol,"£12,399"
Ford,Focus,1.8,1.0 EcoBoost 125 Active X Auto 5dr,"20,442",Manual,2019,Petrol,"£15,999"
Skoda,Fabia,1.8,1.0 MPI Colour Edition 5dr,"25,893",Manual,2020,Petrol,"£9,899"
KIA,Picanto,1.8,1.0 1 5dr [4 seats],"16,135",Manual,2021,Petrol,"£8,799"
KIA,Picanto,1.8,1.0 1 5dr [4 seats],"14,658",Manual,2021,Petrol,"£8,599"
Toyota,C-Hr,1.8,1.8 Hybrid Icon 5dr CVT,"18,716",Manual,2020,Petrol/Electric,"£16,899"
Ford,Kuga,1.8,2.5 PHEV Titanium 5dr CVT,"11,994",Manual,2020,Petrol/PlugIn,"£21,199"
Volkswagen,Taigo,1.8,1.0 TSI 110 Life 5dr,"8,855",Manual,2022,Petrol,"£18,399"
BMW,5 Series,1.8,530d xDrive MHT M Sport 4dr Auto,"5,815",Manual,2022,Diesel,"£38,199"
Suzuki,Ignis,1.8,1.2 Dualjet SZ-T 5dr,"14,257",Manual,2020,Petrol,"£10,799"
Fiat,500,1.8,1.2 Lounge 3dr,"27,921",Manual,2019,Petrol,"£8,399"
Volvo,V40,1.8,T2 [122] R DESIGN Edition 5dr,"17,252",Manual,2019,Petrol,"£14,899"
Volkswagen,Golf,1.8,1.5 TSI Style 5dr,"15,275",Manual,2021,Petrol,"£18,499"
Skoda,Karoq,1.8,1.0 TSI SE Technology 5dr,"7,796",Manual,2020,Petrol,"£15,099"
Mercedes-Benz,A Class,1.8,A200d AMG Line Premium Plus 5dr Auto,"34,870",Manual,2017,Diesel,"£16,199"
Volkswagen,Polo,1.8,1.0 TSI 95 Match 5dr DSG,"10,925",Manual,2021,Petrol,"£16,499"
Nissan,Micra,1.8,1.0 IG-T 92 N-Sport 5dr,"13,091",Manual,2022,Petrol,"£12,999"
Mazda,2,1.8,1.5 115 GT Sport Nav-Plus 5dr,"25,643",Manual,2019,Petrol,"£12,299"
Dacia,Sandero Stepway,1.8,1.0 TCe Prestige 5dr,"14,584",Manual,2022,Petrol,"£13,699"
Mitsubishi,ASX,1.8,2.0 Exceed 5dr,"7,331",Manual,2019,Petrol,"£14,999"
Renault,Captur,1.8,1.0 TCE 100 S Edition 5dr,"5,756",Manual,2020,Petrol,"£14,899"
Honda,Civic,1.8,2.0 eHEV Advance 5dr CVT,"2,128",Manual,2022,Petrol/Electric,"£32,699"
Ford,Ecosport,1.8,1.0 EcoBoost 125 Titanium 5dr,"26,192",Manual,2020,Petrol,"£11,899"
Suzuki,Ignis,1.8,1.2 Dualjet SHVS SZ5 5dr,"21,964",Manual,2017,Petrol,"£10,099"
Seat,Ibiza,1.8,1.0 TSI 115 Xcellence Lux [EZ] 5dr DSG,"33,040",Manual,2019,Petrol,"£13,799"
Skoda,Fabia,1.8,1.0 MPI Colour Edition 5dr,"18,908",Manual,2020,Petrol,"£10,199"
Volkswagen,Polo,1.8,1.0 TSI 110 R-Line 5dr DSG,"5,923",Manual,2021,Petrol,"£18,099"
Citroen,C3,1.8,1.2 PureTech 82 Flair 5dr,"38,583",Manual,2018,Petrol,"£8,599"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"22,642",Manual,2020,Petrol,"£13,999"
